344,43,-1,37796
342,43,445,37796
344,43,-1,37796
344,43,433,37796
344,43,-1,37796
343,43,402,37796
344,43,-1,37796
344,43,385,37796
343,43,-1,37796
342,43,394,37796
344,43,-1,37796
343,43,458,37796
343,43,-1,37796
343,43,845,37796
344,43,-1,37796
343,43,16911,37796
343,43,-1,37796
343,43,37889,37796
344,43,-1,37796
343,43,37889,37796
343,43,-1,37796
344,43,36671,37796
344,43,-1,37796
342,43,33176,37796
343,43,-1,37796
344,43,411,37796
343,43,-1,37796
343,43,494,37796
344,43,-1,37796
344,43,3327,37796
343,43,-1,37796
344,43,30700,37796
343,43,-1,37796
343,43,9734,37796
343,43,-1,37796
344,43,580,37796
344,43,-1,37796
343,43,19176,37796
343,43,-1,37796
344,43,27971,37796
344,43,-1,37796
343,43,560,37796
343,43,-1,37796
344,43,915,37796
343,43,-1,37796
343,43,4960,37796
343,43,-1,37796
343,43,22095,37796
343,43,-1,37796
342,43,1852,37796
343,43,-1,37796
344,43,798,37796
343,43,-1,37796
343,43,875,37796
344,43,-1,37796
344,43,1203,37796
343,43,-1,37796
343,43,37889,37796
344,43,-1,37796
344,43,37889,37796
343,43,-1,37796
343,43,37889,37796
344,43,-1,37796
343,43,16677,37796
342,43,-1,37796
343,43,37889,37796
344,43,-1,37796
344,43,35514,37796
343,43,-1,37796
342,43,36002,37796
343,43,-1,37796
343,43,37889,37796
342,43,-1,37796
342,43,37889,37796
343,43,-1,37796
343,43,35388,37796
343,43,-1,37796
343,43,3457,37796
343,43,-1,37796
343,43,15970,37796
342,43,-1,37796
342,43,37862,37796
343,43,-1,37796
343,43,37889,37796
342,43,-1,37796
343,43,37889,37796
343,43,-1,37796
343,43,37889,37796
343,43,-1,37796
343,43,37790,37796
344,43,-1,37796
343,43,3341,37796
342,43,-1,37796
342,43,37889,37796
343,43,-1,37796
343,43,6210,37796
342,43,-1,37796
343,43,1776,37796
343,43,-1,37796
343,43,471,37796
343,43,-1,37796
343,43,390,37796
343,43,-1,37796
342,43,397,37796
343,43,-1,37796
344,43,391,37796
343,43,-1,37796
343,43,388,37796
343,43,-1,37796
344,43,307,37796
344,43,-1,37796
343,43,278,37796
343,43,-1,37796
344,43,278,37796
343,43,-1,37796
342,43,282,37796
344,43,-1,37796
343,43,320,37796
342,43,-1,37796
343,43,205,37796
344,43,-1,37796
343,43,108,37796
343,43,-1,37796
343,43,102,37796
343,43,-1,37796
344,43,101,37796
342,43,-1,37796
343,43,103,37796
344,43,-1,37796
343,43,102,37796
343,43,-1,37796
343,43,103,37796
344,43,-1,37796
343,43,103,37796
343,43,-1,37796
344,43,102,37796
343,43,-1,37796
343,43,103,37796
343,43,-1,37796
344,43,103,37796
343,43,-1,37796
343,43,103,37796
343,43,-1,37796
344,43,104,37796
343,43,-1,37796
343,43,104,37796
343,43,-1,37796
344,43,104,37796
343,43,-1,37796
342,43,102,37796
343,43,-1,37796
343,43,100,37796
343,43,-1,37796
343,43,96,37796
344,43,-1,37796
343,43,89,37800
343,43,-1,37800
