t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged
590,1001,4,2761,256,0,4,1,4,20,7,4
714,1000,4,2761,256,0,4,1,4,20,7,4
838,1000,3,2761,256,0,4,1,4,20,7,4
963,1001,4,2761,256,0,4,1,4,20,7,4
1088,1001,4,2760,255,0,4,1,4,21,7,4
1213,1001,4,2761,256,0,4,1,4,21,7,4
1337,1000,3,2761,256,0,4,1,4,21,7,4
1462,1000,3,2760,255,0,4,1,4,21,7,4
1587,1001,4,2762,257,0,4,1,4,20,7,4
1712,1001,4,2762,257,0,4,1,4,21,7,4
1836,1000,3,2762,257,0,4,1,4,21,7,4
1961,1001,4,2761,256,0,4,1,4,20,7,4
2086,1001,4,2760,255,0,4,1,4,20,7,4
2210,1001,4,2760,255,0,4,1,4,21,7,4
2335,1002,5,2761,256,0,4,1,4,21,7,4
2459,1001,5,2760,255,0,4,1,4,20,7,4
2583,1001,4,2761,256,0,4,1,4,20,7,4
2708,1001,4,2761,256,0,4,1,4,20,7,4
2832,1001,4,2760,255,0,4,1,4,20,7,4
2957,1000,4,2760,255,0,4,1,4,21,7,4
3082,1001,4,2760,255,0,4,1,4,20,7,4
3206,1001,4,2760,255,0,4,1,4,20,7,4
3331,1001,4,2760,255,0,4,1,4,21,7,4
3456,1001,4,2761,256,0,4,1,4,21,7,4
3581,1001,4,2760,255,0,4,1,4,20,7,4
3706,1001,4,2760,255,0,4,1,4,20,7,4
3830,1001,4,2760,255,0,4,1,4,20,7,4
3955,1001,4,2760,255,0,4,1,4,20,7,4
4080,1001,4,2760,255,0,4,1,4,21,7,4
4205,1000,3,2760,255,0,4,1,4,21,7,4
4329,1001,5,2760,255,0,4,1,4,20,7,4
4454,1001,4,2760,255,0,4,1,4,20,7,4
4579,1001,4,2760,255,0,4,1,4,20,7,4
4704,1000,3,2760,255,0,4,1,4,20,7,4
4829,1001,4,2760,255,0,4,1,4,21,7,4
4954,1001,4,2760,255,0,4,1,4,20,7,4
5078,1000,3,2760,255,0,4,1,4,21,7,4
