t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged
2380,702,-294,2484,-21,0,1,1,1,19,0,1
2495,702,-295,2483,-22,0,1,1,1,20,0,1
2610,702,-295,2484,-21,0,1,1,1,20,0,1
2726,702,-295,2483,-22,0,1,1,1,19,0,1
2841,705,-292,2484,-21,0,1,1,1,20,0,1
2956,702,-295,2483,-22,0,1,1,1,20,0,1
3071,703,-293,2484,-21,0,1,1,1,20,0,1
3186,702,-295,2483,-22,0,1,1,1,19,0,1
3301,702,-294,2483,-22,0,1,1,1,20,0,1
3416,702,-294,2484,-21,0,1,1,1,20,0,1
3531,701,-295,2483,-22,0,1,1,1,19,0,1
3646,702,-295,2484,-21,0,1,1,1,19,0,1
3761,702,-294,2484,-21,0,1,1,1,20,0,1
3876,702,-294,2483,-22,0,1,1,1,20,0,1
3991,702,-295,2484,-21,0,1,1,1,20,0,1
4106,704,-292,2483,-22,0,1,1,1,20,0,1
4221,707,-290,2484,-21,0,1,1,1,20,0,1
4336,702,-295,2484,-21,0,1,1,1,20,0,1
4451,702,-295,2484,-21,0,1,1,1,20,0,1
4567,706,-291,2484,-21,0,1,1,1,19,0,1
4682,706,-291,2484,-21,0,1,1,1,20,0,1
4797,702,-295,2484,-21,0,1,1,1,20,0,1
4912,701,-296,2484,-21,0,1,1,1,19,0,1
5027,703,-294,2483,-22,0,1,1,1,20,0,1
96,1302,305,2489,-16,0,2,1,2,20,0,2
226,1302,305,2488,-17,0,2,1,2,21,0,2
356,1303,306,2488,-17,0,2,1,2,20,0,2
486,1300,303,2489,-16,0,2,1,2,21,0,2
616,1302,305,2489,-16,0,2,1,2,21,0,2
746,1301,304,2488,-17,0,2,1,2,21,0,2
877,1301,304,2488,-17,0,2,1,2,20,0,2
1007,1304,307,2489,-16,0,2,1,2,21,0,2
1137,1303,306,2488,-17,0,2,1,2,21,0,2
1268,1301,304,2488,-17,0,2,1,2,20,0,2
1398,1299,303,2488,-17,0,2,1,2,21,0,2
1529,1298,301,2488,-17,0,2,1,2,21,0,2
1659,1298,301,2488,-17,0,2,1,2,21,0,2
1790,1301,304,2488,-17,0,2,1,2,21,0,2
1920,1301,304,2488,-17,0,2,1,2,21,0,2
2049,1301,304,2488,-17,0,2,1,2,20,0,2
2179,1299,303,2487,-18,0,2,1,2,21,0,2
2309,1301,304,2488,-17,0,2,1,2,20,0,2
2439,1302,305,2488,-17,0,2,1,2,20,0,2
2569,1301,304,2489,-16,0,2,1,2,21,0,2
2700,1301,304,2488,-17,0,2,1,2,20,0,2
2831,1300,304,2488,-17,0,2,1,2,20,0,2
2961,1299,303,2488,-17,0,2,1,2,20,0,2
3091,1301,304,2488,-17,0,2,1,2,21,0,2
3222,1298,301,2488,-17,0,2,1,2,21,0,2
3353,1298,301,2488,-17,0,2,1,2,21,0,2
3484,1299,303,2488,-17,0,2,1,2,20,0,2
3614,1302,305,2488,-17,0,2,1,2,21,0,2
3744,1302,305,2488,-17,0,2,1,2,20,0,2
3875,1301,304,2488,-17,0,2,1,2,20,0,2
4005,1301,304,2488,-17,0,2,1,2,20,0,2
4134,1299,302,2488,-17,0,2,1,2,20,0,2
4265,1301,304,2487,-18,0,2,1,2,21,0,2
4395,1299,302,2488,-17,0,2,1,2,21,0,2
4525,1301,304,2487,-18,0,2,1,2,21,0,2
4655,1299,303,2488,-17,0,2,1,2,21,0,2
4786,1301,304,2488,-17,0,2,1,2,20,0,2
4916,1302,305,2488,-17,0,2,1,2,20,0,2
5046,1298,301,2488,-17,0,2,1,2,21,0,2
90,1003,6,2275,-230,0,3,1,3,20,0,3
215,1003,6,2275,-230,0,3,1,3,20,0,3
340,1003,6,2275,-230,0,3,1,3,21,0,3
465,1003,6,2275,-230,0,3,1,3,20,0,3
589,1003,6,2275,-230,0,3,1,3,21,0,3
714,1003,6,2276,-229,0,3,1,3,20,0,3
839,1003,6,2276,-229,0,3,1,3,20,0,3
964,1004,7,2275,-230,0,3,1,3,20,0,3
1088,1003,7,2275,-230,0,3,1,3,20,0,3
1213,1003,6,2276,-229,0,3,1,3,20,0,3
1338,1003,7,2275,-230,0,3,1,3,20,0,3
1463,1003,6,2276,-229,0,3,1,3,20,0,3
1587,1003,6,2276,-229,0,3,1,3,20,0,3
1712,1003,6,2275,-230,0,3,1,3,20,0,3
1837,1002,6,2275,-230,0,3,1,3,20,0,3
1962,1003,6,2275,-230,0,3,1,3,20,0,3
2086,1003,6,2275,-230,0,3,1,3,21,0,3
2210,1003,6,2275,-230,0,3,1,3,20,0,3
2335,1003,6,2276,-229,0,3,1,3,20,0,3
2460,1003,6,2276,-229,0,3,1,3,20,0,3
2584,1003,6,2275,-230,0,3,1,3,20,0,3
2709,1003,6,2275,-230,0,3,1,3,20,0,3
2834,1002,5,2275,-230,0,3,1,3,20,0,3
2959,1003,6,2275,-230,0,3,1,3,20,0,3
3084,1003,6,2276,-229,0,3,1,3,20,0,3
3209,1003,6,2275,-230,0,3,1,3,21,0,3
3334,1003,6,2275,-230,0,3,1,3,20,0,3
3459,1004,7,2275,-230,0,3,1,3,20,0,3
3583,1003,6,2275,-230,0,3,1,3,20,0,3
3708,1003,6,2275,-230,0,3,1,3,20,0,3
3833,1003,7,2275,-230,0,3,1,3,20,0,3
3958,1002,5,2275,-230,0,3,1,3,20,0,3
4083,1003,6,2275,-230,0,3,1,3,20,0,3
4208,1003,6,2275,-230,0,3,1,3,21,0,3
4333,1004,7,2276,-229,0,3,1,3,20,0,3
4456,1003,6,2276,-229,0,3,1,3,20,0,3
4581,1004,7,2275,-230,0,3,1,3,20,0,3
4706,1003,6,2276,-229,0,3,1,3,20,0,3
4831,1003,6,2276,-229,0,3,1,3,20,0,3
4956,1003,6,2276,-229,0,3,1,3,20,0,3
5081,1004,7,2275,-230,0,3,1,3,20,0,3
90,1004,7,2763,258,0,4,1,4,21,0,4
213,1003,6,2763,258,0,4,1,4,20,0,4
336,1004,7,2763,258,0,4,1,4,20,0,4
461,1004,7,2763,258,0,4,1,4,20,0,4
584,1002,5,2763,258,0,4,1,4,20,0,4
708,1003,6,2763,258,0,4,1,4,20,0,4
831,1002,5,2763,258,0,4,1,4,20,0,4
955,1003,6,2763,258,0,4,1,4,20,0,4
1079,1004,7,2764,259,0,4,1,4,21,0,4
1203,1002,5,2763,258,0,4,1,4,20,0,4
1328,1003,6,2763,258,0,4,1,4,21,0,4
1452,1002,6,2764,259,0,4,1,4,21,0,4
1577,1002,5,2763,258,0,4,1,4,20,0,4
1702,1004,7,2764,259,0,4,1,4,20,0,4
1825,1002,5,2764,259,0,4,1,4,20,0,4
1949,1003,6,2763,258,0,4,1,4,20,0,4
2074,1004,7,2763,258,0,4,1,4,20,0,4
2199,1003,6,2763,258,0,4,1,4,20,0,4
2324,1002,5,2763,258,0,4,1,4,20,0,4
2449,1004,7,2763,258,0,4,1,4,20,0,4
2574,1004,7,2763,258,0,4,1,4,21,0,4
2699,1004,7,2763,258,0,4,1,4,20,0,4
2824,1002,5,2762,257,0,4,1,4,20,0,4
2948,1002,5,2762,257,0,4,1,4,20,0,4
3072,1003,6,2762,257,0,4,1,4,20,0,4
3196,1003,6,2762,257,0,4,1,4,20,0,4
3321,1002,5,2763,258,0,4,1,4,20,0,4
3446,1002,5,2763,258,0,4,1,4,20,0,4
3570,1002,5,2762,257,0,4,1,4,21,0,4
3694,1004,7,2763,258,0,4,1,4,20,0,4
3819,1004,7,2763,258,0,4,1,4,21,0,4
3944,1002,5,2763,258,0,4,1,4,20,0,4
4068,1002,5,2763,258,0,4,1,4,20,0,4
4193,1004,7,2763,258,0,4,1,4,20,0,4
4318,1004,7,2763,258,0,4,1,4,21,0,4
4443,1003,6,2763,258,0,4,1,4,21,0,4
4568,1002,5,2763,258,0,4,1,4,20,0,4
4693,1002,5,2762,257,0,4,1,4,20,0,4
4818,1004,7,2763,258,0,4,1,4,20,0,4
4942,1004,7,2762,257,0,4,1,4,21,0,4
5067,1004,7,2762,257,0,4,1,4,20,0,4
90,1003,6,2631,126,0,0,1,0,20,1,0
215,1003,6,2630,125,0,0,1,0,21,1,0
339,1003,6,2631,126,0,0,1,0,21,1,0
463,1004,8,2630,125,0,0,1,0,20,1,0
587,1004,7,2631,126,0,0,1,0,20,1,0
711,1003,6,2630,125,0,0,1,0,21,1,0
836,1003,6,2630,125,0,0,1,0,20,1,0
961,1003,6,2630,125,0,0,1,0,20,1,0
1086,1003,6,2630,125,0,0,1,0,20,1,0
1210,1003,6,2631,126,0,0,1,0,20,1,0
1335,1004,7,2630,125,0,0,1,0,21,1,0
1459,1003,6,2630,125,0,0,1,0,20,1,0
1584,1003,6,2630,125,0,0,1,0,20,1,0
1708,1002,6,2630,125,0,0,1,0,20,1,0
1832,1003,6,2630,125,0,0,1,0,20,1,0
1956,1003,6,2631,126,0,0,1,0,21,1,0
2081,1003,6,2630,125,0,0,1,0,20,1,0
2206,1003,6,2631,126,0,0,1,0,21,1,0
2330,1003,6,2631,126,0,0,1,0,20,1,0
2455,1001,5,2630,125,0,0,1,0,21,1,0
2580,1003,6,2630,125,0,0,1,0,21,1,0
2704,1003,6,2630,125,0,0,1,0,21,1,0
2829,1003,7,2631,126,0,0,1,0,21,1,0
2954,1003,7,2631,126,0,0,1,0,20,1,0
3079,1003,6,2630,125,0,0,1,0,21,1,0
3204,1003,6,2630,125,0,0,1,0,21,1,0
3329,1003,6,2630,125,0,0,1,0,20,1,0
3454,1003,6,2631,126,0,0,1,0,21,1,0
3579,1003,6,2630,125,0,0,1,0,21,1,0
3704,1003,6,2631,126,0,0,1,0,21,1,0
3829,1003,6,2631,126,0,0,1,0,20,1,0
3953,1003,6,2630,125,0,0,1,0,21,1,0
4077,1003,6,2631,126,0,0,1,0,21,1,0
4201,1003,6,2631,126,0,0,1,0,20,1,0
4325,1003,6,2630,125,0,0,1,0,21,1,0
4450,1003,6,2630,125,0,0,1,0,20,1,0
4574,1003,6,2630,125,0,0,1,0,21,1,0
4699,1003,6,2631,126,0,0,1,0,20,1,0
4823,1003,6,2631,126,0,0,1,0,20,1,0
4948,1003,6,2630,125,0,0,1,0,21,1,0
5073,1003,6,2630,125,0,0,1,0,21,1,0
81,698,-299,2626,121,0,1,1,1,20,1,1
196,700,-297,2626,121,0,1,1,1,20,1,1
311,700,-297,2626,121,0,1,1,1,20,1,1
426,698,-299,2626,121,0,1,1,1,20,1,1
541,700,-297,2626,121,0,1,1,1,20,1,1
656,700,-297,2626,121,0,1,1,1,20,1,1
771,700,-297,2626,121,0,1,1,1,20,1,1
886,699,-298,2625,120,0,1,1,1,20,1,1
1001,700,-297,2626,121,0,1,1,1,20,1,1
1116,698,-299,2626,121,0,1,1,1,20,1,1
1231,696,-300,2626,121,0,1,1,1,20,1,1
1346,696,-300,2626,121,0,1,1,1,20,1,1
1461,696,-300,2626,121,0,1,1,1,20,1,1
1576,696,-300,2626,121,0,1,1,1,20,1,1
1691,696,-300,2626,121,0,1,1,1,20,1,1
1807,696,-300,2626,121,0,1,1,1,20,1,1
1922,696,-300,2626,121,0,1,1,1,20,1,1
2037,700,-297,2626,121,0,1,1,1,20,1,1
2152,698,-299,2626,121,0,1,1,1,20,1,1
2267,699,-298,2626,121,0,1,1,1,19,1,1
2382,698,-299,2626,121,0,1,1,1,20,1,1
2497,698,-299,2626,121,0,1,1,1,20,1,1
2613,696,-300,2626,121,0,1,1,1,20,1,1
2728,699,-298,2626,121,0,1,1,1,20,1,1
2843,696,-300,2626,121,0,1,1,1,19,1,1
2958,700,-297,2625,120,0,1,1,1,20,1,1
3073,696,-300,2626,121,0,1,1,1,20,1,1
3188,700,-297,2626,121,0,1,1,1,20,1,1
3303,698,-299,2626,121,0,1,1,1,20,1,1
3418,699,-298,2626,121,0,1,1,1,20,1,1
3533,699,-298,2626,121,0,1,1,1,20,1,1
3648,696,-300,2625,120,0,1,1,1,20,1,1
3763,698,-299,2626,121,0,1,1,1,20,1,1
3878,699,-298,2626,121,0,1,1,1,20,1,1
3993,695,-301,2626,121,0,1,1,1,20,1,1
4108,698,-299,2626,121,0,1,1,1,20,1,1
4223,698,-299,2627,122,0,1,1,1,20,1,1
4338,696,-300,2626,121,0,1,1,1,19,1,1
4453,696,-300,2626,121,0,1,1,1,20,1,1
4568,700,-297,2626,121,0,1,1,1,19,1,1
4683,700,-297,2625,120,0,1,1,1,20,1,1
4798,700,-297,2626,121,0,1,1,1,20,1,1
4913,696,-300,2626,121,0,1,1,1,20,1,1
5028,698,-299,2626,121,0,1,1,1,20,1,1
96,1304,308,2630,125,0,2,1,2,21,1,2
226,1304,307,2630,125,0,2,1,2,20,1,2
356,1303,307,2630,125,0,2,1,2,20,1,2
486,1304,307,2630,125,0,2,1,2,21,1,2
616,1304,308,2630,125,0,2,1,2,20,1,2
746,1304,307,2630,125,0,2,1,2,21,1,2
876,1304,307,2630,125,0,2,1,2,20,1,2
1006,1304,307,2630,125,0,2,1,2,21,1,2
1136,1307,310,2630,125,0,2,1,2,20,1,2
1266,1304,307,2630,125,0,2,1,2,21,1,2
1396,1304,307,2630,125,0,2,1,2,21,1,2
1526,1304,308,2630,125,0,2,1,2,20,1,2
1656,1304,308,2630,125,0,2,1,2,21,1,2
1786,1304,307,2630,125,0,2,1,2,21,1,2
1916,1304,307,2630,125,0,2,1,2,21,1,2
2046,1304,307,2630,125,0,2,1,2,20,1,2
2175,1308,311,2630,125,0,2,1,2,20,1,2
2305,1304,307,2630,125,0,2,1,2,21,1,2
2435,1303,306,2630,125,0,2,1,2,20,1,2
2565,1303,306,2630,125,0,2,1,2,20,1,2
2695,1304,307,2630,125,0,2,1,2,20,1,2
2825,1303,307,2630,125,0,2,1,2,21,1,2
2955,1304,307,2630,125,0,2,1,2,21,1,2
3085,1304,307,2629,124,0,2,1,2,20,1,2
3215,1304,307,2630,125,0,2,1,2,20,1,2
3345,1303,307,2630,125,0,2,1,2,20,1,2
3475,1303,307,2630,125,0,2,1,2,21,1,2
3605,1304,307,2630,125,0,2,1,2,21,1,2
3735,1304,307,2630,125,0,2,1,2,21,1,2
3865,1304,307,2630,125,0,2,1,2,38,1,2
3995,1304,307,2630,125,0,2,1,2,38,1,2
4125,1304,308,2630,125,0,2,1,2,21,1,2
4255,1307,310,2630,125,0,2,1,2,20,1,2
4385,1304,307,2631,126,0,2,1,2,20,1,2
4515,1304,308,2630,125,0,2,1,2,20,1,2
4645,1304,307,2630,125,0,2,1,2,20,1,2
4776,1304,307,2629,124,0,2,1,2,38,1,2
4906,1304,307,2631,126,0,2,1,2,38,1,2
5036,1304,307,2630,125,0,2,1,2,38,1,2
95,1305,308,2270,-235,0,3,1,3,20,1,3
226,1304,308,2269,-236,0,3,1,3,20,1,3
356,1305,308,2270,-235,0,3,1,3,20,1,3
486,1305,308,2269,-236,0,3,1,3,21,1,3
616,1305,308,2270,-235,0,3,1,3,20,1,3
746,1305,308,2270,-235,0,3,1,3,20,1,3
877,1304,307,2270,-235,0,3,1,3,20,1,3
1008,1305,308,2270,-235,0,3,1,3,20,1,3
1139,1306,310,2270,-235,0,3,1,3,20,1,3
1270,1305,308,2270,-235,0,3,1,3,20,1,3
1400,1305,308,2270,-235,0,3,1,3,20,1,3
1530,1305,308,2270,-235,0,3,1,3,20,1,3
1660,1305,308,2270,-235,0,3,1,3,21,1,3
1791,1304,307,2271,-234,0,3,1,3,20,1,3
1921,1303,306,2270,-235,0,3,1,3,20,1,3
2052,1305,308,2271,-234,0,3,1,3,21,1,3
2182,1304,307,2270,-235,0,3,1,3,20,1,3
2312,1303,306,2270,-235,0,3,1,3,20,1,3
2443,1303,307,2271,-234,0,3,1,3,20,1,3
2574,1305,308,2270,-235,0,3,1,3,20,1,3
2705,1304,307,2270,-235,0,3,1,3,20,1,3
2836,1303,306,2270,-235,0,3,1,3,20,1,3
2967,1305,308,2271,-234,0,3,1,3,20,1,3
3097,1304,307,2270,-235,0,3,1,3,20,1,3
3228,1303,307,2270,-235,0,3,1,3,20,1,3
3358,1304,307,2270,-235,0,3,1,3,20,1,3
3489,1305,308,2271,-234,0,3,1,3,20,1,3
3619,1305,308,2270,-235,0,3,1,3,20,1,3
3750,1305,308,2271,-234,0,3,1,3,20,1,3
3880,1305,308,2270,-235,0,3,1,3,20,1,3
4010,1305,308,2271,-234,0,3,1,3,20,1,3
4141,1304,308,2271,-234,0,3,1,3,20,1,3
4272,1305,308,2270,-235,0,3,1,3,20,1,3
4402,1303,307,2271,-234,0,3,1,3,20,1,3
4533,1303,306,2271,-234,0,3,1,3,21,1,3
4663,1305,308,2271,-234,0,3,1,3,20,1,3
4794,1304,307,2271,-234,0,3,1,3,21,1,3
4924,1305,308,2271,-234,0,3,1,3,20,1,3
5054,1303,306,2271,-234,0,3,1,3,21,1,3
96,1303,307,2761,256,0,4,1,4,38,1,4
227,1304,307,2760,255,0,4,1,4,20,1,4
357,1304,307,2761,256,0,4,1,4,20,1,4
487,1304,307,2761,256,0,4,1,4,20,1,4
618,1304,308,2760,255,0,4,1,4,38,1,4
748,1304,307,2761,256,0,4,1,4,38,1,4
878,1304,307,2760,255,0,4,1,4,38,1,4
1008,1304,307,2761,256,0,4,1,4,21,1,4
1138,1304,308,2760,255,0,4,1,4,21,1,4
1268,1303,307,2760,255,0,4,1,4,21,1,4
1398,1304,307,2760,255,0,4,1,4,20,1,4
1529,1304,307,2760,255,0,4,1,4,21,1,4
1659,1304,307,2760,255,0,4,1,4,20,1,4
1789,1304,307,2760,255,0,4,1,4,20,1,4
1919,1305,308,2760,255,0,4,1,4,20,1,4
2049,1304,308,2759,254,0,4,1,4,20,1,4
2179,1305,308,2759,254,0,4,1,4,20,1,4
2309,1304,307,2760,255,0,4,1,4,20,1,4
2439,1304,307,2759,254,0,4,1,4,20,1,4
2569,1304,307,2760,255,0,4,1,4,21,1,4
2699,1304,307,2760,255,0,4,1,4,21,1,4
2830,1304,307,2760,255,0,4,1,4,21,1,4
2960,1304,307,2760,255,0,4,1,4,20,1,4
3091,1304,307,2759,254,0,4,1,4,20,1,4
3221,1304,307,2760,255,0,4,1,4,20,1,4
3351,1305,308,2760,255,0,4,1,4,20,1,4
3481,1304,307,2760,255,0,4,1,4,21,1,4
3611,1304,307,2760,255,0,4,1,4,21,1,4
3740,1304,307,2760,255,0,4,1,4,20,1,4
3870,1305,308,2760,255,0,4,1,4,20,1,4
4000,1304,307,2760,255,0,4,1,4,21,1,4
4130,1305,309,2760,255,0,4,1,4,20,1,4
4260,1304,307,2760,255,0,4,1,4,20,1,4
4390,1304,307,2760,255,0,4,1,4,20,1,4
4520,1303,306,2759,254,0,4,1,4,21,1,4
4650,1304,307,2760,255,0,4,1,4,20,1,4
4780,1304,307,2760,255,0,4,1,4,21,1,4
4910,1304,307,2760,255,0,4,1,4,20,1,4
5040,1304,307,2760,255,0,4,1,4,21,1,4
90,1001,4,2624,119,0,0,1,0,21,2,0
215,997,0,2625,120,0,0,1,0,20,2,0
339,998,1,2624,119,0,0,1,0,21,2,0
464,997,0,2624,119,0,0,1,0,21,2,0
589,997,1,2624,119,0,0,1,0,20,2,0
713,1000,3,2624,119,0,0,1,0,20,2,0
837,998,1,2625,120,0,0,1,0,20,2,0
962,1001,4,2625,120,0,0,1,0,20,2,0
1087,997,0,2624,119,0,0,1,0,20,2,0
1212,997,0,2624,119,0,0,1,0,20,2,0
1337,997,0,2625,120,0,0,1,0,21,2,0
1461,997,0,2624,119,0,0,1,0,20,2,0
1585,997,-0,2625,120,0,0,1,0,20,2,0
1709,997,0,2625,120,0,0,1,0,20,2,0
1834,998,2,2625,120,0,0,1,0,20,2,0
1959,997,0,2624,119,0,0,1,0,21,2,0
2084,997,0,2625,120,0,0,1,0,21,2,0
2209,997,0,2625,120,0,0,1,0,21,2,0
2334,997,0,2624,119,0,0,1,0,20,2,0
2459,997,0,2625,120,0,0,1,0,20,2,0
2583,997,-0,2625,120,0,0,1,0,20,2,0
2708,1002,5,2625,120,0,0,1,0,20,2,0
2833,1000,3,2625,120,0,0,1,0,20,2,0
2958,997,0,2625,120,0,0,1,0,21,2,0
3083,997,0,2625,120,0,0,1,0,21,2,0
3208,997,0,2625,120,0,0,1,0,20,2,0
3333,997,1,2624,119,0,0,1,0,20,2,0
3457,997,1,2625,120,0,0,1,0,20,2,0
3581,997,0,2624,119,0,0,1,0,20,2,0
3705,998,2,2625,120,0,0,1,0,20,2,0
3830,997,0,2625,120,0,0,1,0,20,2,0
3955,997,0,2625,120,0,0,1,0,20,2,0
4080,997,0,2625,120,0,0,1,0,21,2,0
4205,1001,4,2624,119,0,0,1,0,20,2,0
4329,1000,3,2624,119,0,0,1,0,21,2,0
4453,997,0,2625,120,0,0,1,0,20,2,0
4578,997,0,2625,120,0,0,1,0,20,2,0
4702,997,0,2625,120,0,0,1,0,20,2,0
4827,997,0,2625,120,0,0,1,0,21,2,0
4951,1000,3,2624,119,0,0,1,0,20,2,0
5076,997,0,2624,119,0,0,1,0,21,2,0
80,700,-297,2621,116,0,1,1,1,20,2,1
195,699,-298,2621,116,0,1,1,1,20,2,1
310,700,-297,2621,116,0,1,1,1,20,2,1
425,700,-297,2621,116,0,1,1,1,20,2,1
540,699,-298,2621,116,0,1,1,1,20,2,1
655,699,-298,2621,116,0,1,1,1,20,2,1
770,700,-297,2621,116,0,1,1,1,20,2,1
885,700,-297,2621,116,0,1,1,1,20,2,1
1000,700,-297,2621,116,0,1,1,1,19,2,1
1115,700,-297,2621,116,0,1,1,1,20,2,1
1230,699,-298,2622,117,0,1,1,1,20,2,1
1345,700,-297,2621,116,0,1,1,1,20,2,1
1460,700,-297,2621,116,0,1,1,1,20,2,1
1575,700,-297,2621,116,0,1,1,1,19,2,1
1690,700,-297,2622,117,0,1,1,1,20,2,1
1804,700,-297,2621,116,0,1,1,1,20,2,1
1918,700,-297,2622,117,0,1,1,1,20,2,1
2032,698,-299,2621,116,0,1,1,1,20,2,1
2147,700,-297,2621,116,0,1,1,1,20,2,1
2262,700,-297,2621,116,0,1,1,1,19,2,1
2377,700,-297,2621,116,0,1,1,1,20,2,1
2492,699,-298,2620,115,0,1,1,1,20,2,1
2607,699,-298,2621,116,0,1,1,1,20,2,1
2722,700,-297,2621,116,0,1,1,1,20,2,1
2837,699,-298,2622,117,0,1,1,1,20,2,1
2952,700,-297,2622,117,0,1,1,1,20,2,1
3067,699,-298,2621,116,0,1,1,1,20,2,1
3182,700,-297,2621,116,0,1,1,1,19,2,1
3297,700,-297,2622,117,0,1,1,1,20,2,1
3412,700,-297,2621,116,0,1,1,1,20,2,1
3527,698,-299,2621,116,0,1,1,1,20,2,1
3642,700,-297,2621,116,0,1,1,1,20,2,1
3757,700,-297,2621,116,0,1,1,1,20,2,1
3872,699,-298,2621,116,0,1,1,1,20,2,1
3987,700,-297,2621,116,0,1,1,1,20,2,1
4102,700,-297,2621,116,0,1,1,1,20,2,1
4217,700,-297,2621,116,0,1,1,1,20,2,1
4332,699,-298,2621,116,0,1,1,1,20,2,1
4447,700,-297,2621,116,0,1,1,1,19,2,1
4561,700,-297,2621,116,0,1,1,1,20,2,1
4676,699,-298,2621,116,0,1,1,1,19,2,1
4791,700,-297,2621,116,0,1,1,1,20,2,1
4906,698,-299,2621,116,0,1,1,1,20,2,1
5021,700,-297,2621,116,0,1,1,1,20,2,1
96,1303,306,2626,121,0,2,1,2,21,2,2
227,1303,306,2626,121,0,2,1,2,20,2,2
357,1303,306,2626,121,0,2,1,2,21,2,2
487,1303,306,2626,121,0,2,1,2,21,2,2
617,1303,306,2626,121,0,2,1,2,21,2,2
747,1303,306,2626,121,0,2,1,2,21,2,2
876,1303,306,2625,120,0,2,1,2,21,2,2
1005,1303,306,2626,121,0,2,1,2,21,2,2
1135,1303,306,2626,121,0,2,1,2,20,2,2
1265,1303,306,2626,121,0,2,1,2,21,2,2
1396,1303,306,2625,120,0,2,1,2,20,2,2
1526,1303,306,2626,121,0,2,1,2,20,2,2
1657,1303,306,2626,121,0,2,1,2,20,2,2
1788,1304,307,2625,120,0,2,1,2,21,2,2
1917,1303,306,2626,121,0,2,1,2,21,2,2
2047,1303,306,2626,121,0,2,1,2,20,2,2
2178,1303,306,2626,121,0,2,1,2,20,2,2
2308,1303,306,2626,121,0,2,1,2,20,2,2
2438,1303,306,2626,121,0,2,1,2,20,2,2
2568,1303,306,2626,121,0,2,1,2,21,2,2
