t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged,source
3835,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3960,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4085,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4209,1001,4,2248,-257,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4333,1000,3,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4458,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4583,1001,4,2248,-257,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4708,1001,5,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4833,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
4958,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
5083,1001,5,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
91,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
216,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
341,1001,4,2118,-387,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
465,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
590,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
715,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
840,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
964,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1088,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1213,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1338,1000,4,2118,-387,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1462,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1587,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1712,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1836,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
1960,1000,3,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2085,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2210,1000,3,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2335,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2460,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2585,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2710,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2835,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
2960,1001,4,2119,-386,0,3,1,3,21,7,3,online_trials_20260808_121055.csv
3085,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3209,1000,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3334,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3459,1000,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3584,1000,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3709,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3834,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
3959,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4084,1000,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4209,1001,4,2121,-384,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4334,1000,3,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4459,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4584,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4709,1001,4,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4834,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
4960,1000,3,2119,-386,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
5084,1001,4,2120,-385,0,3,1,3,20,7,3,online_trials_20260808_121055.csv
90,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
215,1000,3,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
340,1000,4,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
464,1000,3,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
589,1000,3,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
714,1000,4,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
839,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
963,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1088,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1212,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1337,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1461,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1586,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1711,1000,3,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
1836,1001,4,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
1961,1000,3,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
2085,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
2209,1000,4,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
2334,1000,3,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
2458,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
2582,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
2706,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
2830,999,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
2955,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
3079,1001,4,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
3203,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
3327,1000,3,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
3451,1000,3,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
3575,1000,3,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
3699,1000,3,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
3823,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
3947,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
4071,1000,4,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
4195,1000,3,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
4320,1001,5,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
4444,1001,4,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
4569,1001,4,2755,250,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
4694,1000,3,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
4818,998,2,2754,249,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
4943,998,2,2754,249,0,4,1,4,21,0,4,online_trials_20260808_121855.csv
5068,1000,3,2755,250,0,4,1,4,20,0,4,online_trials_20260808_121855.csv
91,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
215,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
339,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
463,1000,3,2754,249,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
588,1000,3,2754,249,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
712,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
837,1001,4,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
962,1001,4,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
1086,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
1210,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
1334,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
1458,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
1583,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
1707,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
1831,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
1955,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
2080,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
2204,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
2329,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
2454,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
2579,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
2703,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
2828,1000,3,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
2953,1000,4,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
3078,1001,4,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
3202,1001,4,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
3326,1001,4,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
3451,1000,4,2754,249,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
3575,1000,4,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
3699,1001,4,2752,247,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
3823,1001,4,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
3948,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
4073,1001,4,2754,249,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
4198,1001,5,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
4323,1000,4,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
4448,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
4573,1000,3,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
4698,1001,4,2753,248,0,4,1,4,21,1,4,online_trials_20260808_121855.csv
4822,1001,4,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
4947,1001,4,2753,248,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
5072,1001,4,2754,249,0,4,1,4,20,1,4,online_trials_20260808_121855.csv
90,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
214,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
339,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
464,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
589,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
714,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
838,1001,4,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
962,1001,4,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
1086,1000,4,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
1211,1001,4,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
1336,1001,4,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
1460,1001,4,2752,247,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
1585,1000,4,2752,247,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
1709,1000,3,2752,247,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
1834,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
1958,1001,4,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
2083,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
2207,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
2332,1001,4,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
2457,1001,4,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
2582,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
2706,1000,3,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
2831,1000,3,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
2956,1000,4,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
3081,1001,4,2752,247,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
3206,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
3330,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
3454,1001,5,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
3578,1001,4,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
3702,1000,3,2752,247,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
3826,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
3950,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
4074,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
4199,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
4324,1000,3,2752,247,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
4448,1000,3,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
4573,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
4697,1000,3,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
4821,1000,4,2751,246,0,4,1,4,21,2,4,online_trials_20260808_121855.csv
4946,1001,4,2751,246,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
5071,1000,3,2752,247,0,4,1,4,20,2,4,online_trials_20260808_121855.csv
91,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
215,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
339,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
463,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
587,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
712,1001,4,2751,246,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
837,1000,4,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
962,1000,4,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1086,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1211,999,2,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1335,999,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1460,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1584,1000,4,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1708,1000,3,2751,246,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
1832,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
1956,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2080,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2205,1000,4,2751,246,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
2329,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2454,1000,4,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2579,1000,4,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2704,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2829,1000,4,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
2953,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
3077,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
3201,1000,3,2750,245,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
3325,1000,4,2750,245,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
3449,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
3573,999,3,2749,244,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
3698,1001,4,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
3823,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
3948,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
4072,1000,3,2750,245,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
4196,1000,4,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
4320,1000,4,2749,244,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
4445,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
4570,1000,3,2750,245,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
4694,1000,3,2751,246,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
4819,1000,3,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
4943,1000,4,2750,245,0,4,1,4,20,3,4,online_trials_20260808_121855.csv
5068,1000,4,2751,246,0,4,1,4,21,3,4,online_trials_20260808_121855.csv
90,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
214,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
338,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
463,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
587,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
712,1000,3,2749,244,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
837,1000,4,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
962,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
1087,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
1212,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
1337,1001,4,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
1462,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
1587,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
1712,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
1837,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
1962,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
2087,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
2212,1000,3,2751,246,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
2337,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
2461,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
2586,1000,4,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
2711,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
2836,1001,4,2749,244,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
2961,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
3086,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
3210,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
3335,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
3460,1000,3,2751,246,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
3584,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
3709,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
3834,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
3959,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
4083,1000,3,2749,244,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
4208,1001,4,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
4333,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
4457,1000,3,2750,245,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
4582,1000,3,2749,244,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
4707,1000,4,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
4831,1000,3,2750,245,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
4956,999,3,2749,244,0,4,1,4,21,4,4,online_trials_20260808_121855.csv
5080,1000,3,2749,244,0,4,1,4,20,4,4,online_trials_20260808_121855.csv
90,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
215,1000,3,2750,245,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
340,1000,3,2750,245,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
464,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
588,1000,3,2750,245,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
713,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
837,1000,3,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
962,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
1087,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
1211,1000,3,2750,245,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
1335,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
1460,1000,4,2750,245,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
1584,1000,3,2750,245,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
1708,1000,4,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
1833,1001,4,2750,245,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
1958,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2082,1001,4,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2206,1001,4,2750,245,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2331,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2456,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2580,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2705,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
2829,1000,3,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
2953,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
3077,1000,3,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
3201,1000,3,2750,245,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
3326,1000,3,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
3451,1000,3,2750,245,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
3576,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
3701,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
3826,1000,4,2748,243,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
3951,1000,3,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
4075,1000,3,2750,245,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
4199,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
4324,1000,3,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
4449,1001,4,2749,244,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
4574,1001,4,2749,244,0,4,1,4,20,5,4,online_trials_20260808_121855.csv
4699,1000,3,2749,244,0,4,1,4,38,5,4,online_trials_20260808_121855.csv
4823,1000,3,2749,244,0,4,1,4,38,5,4,online_trials_20260808_121855.csv
4948,1001,4,2749,244,0,4,1,4,37,5,4,online_trials_20260808_121855.csv
5073,1001,4,2750,245,0,4,1,4,21,5,4,online_trials_20260808_121855.csv
90,1000,3,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
214,1000,4,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
339,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
464,1000,3,2750,245,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
589,999,2,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
714,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
839,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
964,1000,3,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
1088,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
1213,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
1338,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
1462,999,2,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
1587,1000,3,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
1712,1000,4,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
1837,1000,3,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
1961,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2085,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2209,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2334,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2459,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2584,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2708,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2832,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
2957,999,2,2750,245,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
3081,998,2,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
3206,998,2,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
3331,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
3456,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
3580,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
3704,1000,3,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
3829,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
3953,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
4078,1000,3,2749,244,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
4202,1000,3,2750,245,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
