t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged,source
2035,701,-295,2612,107,0,1,1,1,19,6,1,online_trials_20260808_113613.csv
2150,700,-296,2612,107,0,1,1,1,37,6,1,online_trials_20260808_113613.csv
2265,700,-297,2614,109,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
2380,700,-297,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
2495,700,-297,2613,108,0,1,1,1,38,6,1,online_trials_20260808_113613.csv
2610,701,-296,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
2725,701,-296,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
2840,700,-297,2613,108,0,1,1,1,37,6,1,online_trials_20260808_113613.csv
2955,700,-297,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
3070,700,-297,2613,108,0,1,1,1,38,6,1,online_trials_20260808_113613.csv
3185,700,-297,2612,107,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
3300,700,-297,2612,107,0,1,1,1,38,6,1,online_trials_20260808_113613.csv
3415,700,-297,2613,108,0,1,1,1,37,6,1,online_trials_20260808_113613.csv
3530,701,-296,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
3645,701,-296,2613,108,0,1,1,1,37,6,1,online_trials_20260808_113613.csv
3760,701,-295,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
3875,701,-295,2613,108,0,1,1,1,19,6,1,online_trials_20260808_113613.csv
3990,700,-296,2612,107,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
4105,700,-297,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
4220,701,-296,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
4335,700,-296,2613,108,0,1,1,1,19,6,1,online_trials_20260808_113613.csv
4450,700,-297,2612,107,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
4565,700,-297,2612,107,0,1,1,1,19,6,1,online_trials_20260808_113613.csv
4680,700,-297,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
4795,701,-296,2612,107,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
4910,700,-297,2613,108,0,1,1,1,19,6,1,online_trials_20260808_113613.csv
5025,701,-296,2613,108,0,1,1,1,20,6,1,online_trials_20260808_113613.csv
81,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
196,703,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
311,703,-294,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
425,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
540,703,-294,2613,108,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
655,702,-295,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
770,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
885,702,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
1000,703,-293,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
1115,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
1230,706,-291,2613,108,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
1345,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
1459,702,-295,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
1575,702,-295,2611,106,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
1690,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
1805,703,-293,2613,108,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
1919,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2034,702,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2148,703,-293,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2263,705,-292,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2378,703,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2492,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2607,703,-293,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2722,703,-293,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2837,703,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
2952,703,-293,2613,108,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3067,705,-292,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
3182,703,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3297,703,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3412,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3526,702,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3641,702,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3755,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3870,702,-294,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
3985,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
4100,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
4215,703,-293,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
4330,702,-295,2611,106,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
4445,702,-295,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
4559,702,-295,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
4674,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
4789,702,-295,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
4904,702,-295,2612,107,0,1,1,1,19,7,1,online_trials_20260808_113613.csv
5019,702,-295,2612,107,0,1,1,1,20,7,1,online_trials_20260808_113613.csv
96,1302,305,2489,-16,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
226,1302,305,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
356,1303,306,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
486,1300,303,2489,-16,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
616,1302,305,2489,-16,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
746,1301,304,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
877,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
1007,1304,307,2489,-16,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
1137,1303,306,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
1268,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
1398,1299,303,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
1529,1298,301,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
1659,1298,301,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
1790,1301,304,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
1920,1301,304,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
2049,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
2179,1299,303,2487,-18,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
2309,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
2439,1302,305,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
2569,1301,304,2489,-16,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
2700,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
2831,1300,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
2961,1299,303,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
3091,1301,304,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
3222,1298,301,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
3353,1298,301,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
3484,1299,303,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
3614,1302,305,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
3744,1302,305,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
3875,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
4005,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
4134,1299,302,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
4265,1301,304,2487,-18,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
4395,1299,302,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
4525,1301,304,2487,-18,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
4655,1299,303,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
4786,1301,304,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
4916,1302,305,2488,-17,0,2,1,2,20,0,2,online_trials_20260808_113613.csv
5046,1298,301,2488,-17,0,2,1,2,21,0,2,online_trials_20260808_113613.csv
96,1304,308,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
226,1304,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
356,1303,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
486,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
616,1304,308,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
746,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
876,1304,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
1006,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
1136,1307,310,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
1266,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
1396,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
1526,1304,308,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
1656,1304,308,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
1786,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
1916,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
2046,1304,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
2175,1308,311,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
2305,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
2435,1303,306,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
2565,1303,306,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
2695,1304,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
2825,1303,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
2955,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
3085,1304,307,2629,124,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
3215,1304,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
3345,1303,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
3475,1303,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
3605,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
3735,1304,307,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
3865,1304,307,2630,125,0,2,1,2,38,1,2,online_trials_20260808_113613.csv
3995,1304,307,2630,125,0,2,1,2,38,1,2,online_trials_20260808_113613.csv
4125,1304,308,2630,125,0,2,1,2,21,1,2,online_trials_20260808_113613.csv
4255,1307,310,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
4385,1304,307,2631,126,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
4515,1304,308,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
4645,1304,307,2630,125,0,2,1,2,20,1,2,online_trials_20260808_113613.csv
4776,1304,307,2629,124,0,2,1,2,38,1,2,online_trials_20260808_113613.csv
4906,1304,307,2631,126,0,2,1,2,38,1,2,online_trials_20260808_113613.csv
5036,1304,307,2630,125,0,2,1,2,38,1,2,online_trials_20260808_113613.csv
96,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
227,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
357,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
487,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
617,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
747,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
876,1303,306,2625,120,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
1005,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
1135,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
1265,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
1396,1303,306,2625,120,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
1526,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
1657,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
1788,1304,307,2625,120,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
1917,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
2047,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
2178,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
2308,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
2438,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
2568,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
2698,1304,307,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
2828,1303,306,2627,122,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
2958,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
3088,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
3218,1303,307,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
3348,1304,307,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
3479,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
3610,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
3740,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
3870,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
4000,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
4130,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
4261,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
4391,1303,306,2625,120,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
4521,1303,306,2625,120,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
4652,1303,306,2625,120,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
4783,1303,306,2626,121,0,2,1,2,21,2,2,online_trials_20260808_113613.csv
4913,1303,306,2625,120,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
5043,1303,306,2626,121,0,2,1,2,20,2,2,online_trials_20260808_113613.csv
96,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
226,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
356,1301,304,2626,121,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
486,1302,305,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
617,1301,304,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
746,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
876,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
1006,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
1136,1302,305,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
1266,1301,304,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
1396,1300,303,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
1527,1302,305,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
1657,1301,304,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
1787,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
1917,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
2047,1300,303,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
2177,1301,304,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
2307,1300,303,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
2437,1301,304,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
2568,1301,304,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
2699,1301,304,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
2830,1300,303,2624,119,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
2960,1300,303,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
3090,1300,303,2625,120,0,2,1,2,20,3,2,online_trials_20260808_113613.csv
3220,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
3350,1300,304,2624,119,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
3480,1301,304,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
3610,1301,304,2625,120,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
3740,1300,303,2625,120,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
3870,1301,304,2625,120,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
4000,1300,303,2625,120,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
4130,1300,303,2624,119,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
4260,1301,304,2625,120,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
4390,1300,303,2624,119,0,2,1,2,38,3,2,online_trials_20260808_113613.csv
4520,1300,303,2624,119,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
4650,1301,304,2624,119,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
4780,1302,305,2624,119,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
4910,1300,303,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
5040,1302,305,2625,120,0,2,1,2,21,3,2,online_trials_20260808_113613.csv
95,1299,303,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
226,1299,303,2622,117,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
356,1299,302,2622,117,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
487,1298,302,2622,117,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
617,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
748,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
878,1299,302,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
1008,1298,302,2622,117,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
1138,1298,301,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
1268,1298,302,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
1398,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
1528,1299,303,2622,117,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
1658,1298,301,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
1788,1299,303,2622,117,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
1918,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
2048,1300,304,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
2179,1299,302,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
2309,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
2439,1299,303,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
2570,1299,303,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
2700,1298,301,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
2830,1299,303,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
2960,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
3090,1298,301,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
3221,1300,303,2622,117,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
3351,1299,303,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
3481,1299,302,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
3611,1299,303,2622,117,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
3741,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
3871,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
4001,1298,301,2622,117,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
4131,1299,302,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
4261,1298,302,2622,117,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
4391,1300,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
4521,1299,302,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
4651,1299,303,2623,118,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
4781,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
4911,1299,303,2623,118,0,2,1,2,21,4,2,online_trials_20260808_113613.csv
5041,1300,303,2622,117,0,2,1,2,20,4,2,online_trials_20260808_113613.csv
96,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
226,1301,304,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
356,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
487,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
617,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
747,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
878,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
1007,1300,303,2622,117,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
1137,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
1266,1300,304,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
1395,1300,303,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
1525,1301,304,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
1655,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
1785,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
1915,1301,304,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
2045,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
2175,1301,304,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
2305,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
2435,1301,304,2622,117,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
2565,1300,303,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
2695,1299,303,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
2825,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
2955,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
3085,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
3215,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
3345,1301,304,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
3475,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
3605,1301,304,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
3734,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
3864,1300,303,2622,117,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
3994,1300,303,2622,117,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
4124,1302,305,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
4254,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
4383,1303,306,2622,117,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
4512,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
4641,1302,305,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
4770,1300,303,2621,116,0,2,1,2,21,5,2,online_trials_20260808_113613.csv
4899,1300,303,2620,115,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
5029,1300,303,2621,116,0,2,1,2,20,5,2,online_trials_20260808_113613.csv
96,1302,305,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
226,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
356,1303,306,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
486,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
616,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
746,1302,305,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
876,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
1006,1303,306,2620,115,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
1136,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
1266,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
1396,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
1526,1303,306,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
1656,1304,307,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
1787,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
1917,1304,307,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
2047,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
2177,1304,307,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
2307,1303,306,2620,115,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
2437,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
2567,1303,307,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
2697,1304,307,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
2827,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
2957,1303,306,2620,115,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
3087,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
3217,1304,307,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
3347,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
3477,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
