t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged
2836,1001,4,2749,244,0,4,1,4,21,4,4
2961,1000,3,2750,245,0,4,1,4,20,4,4
3086,1000,3,2750,245,0,4,1,4,21,4,4
3210,1000,3,2750,245,0,4,1,4,20,4,4
3335,1000,3,2750,245,0,4,1,4,21,4,4
3460,1000,3,2751,246,0,4,1,4,20,4,4
3584,1000,3,2750,245,0,4,1,4,21,4,4
3709,1000,3,2750,245,0,4,1,4,20,4,4
3834,1000,3,2750,245,0,4,1,4,20,4,4
3959,1000,3,2750,245,0,4,1,4,20,4,4
4083,1000,3,2749,244,0,4,1,4,20,4,4
4208,1001,4,2750,245,0,4,1,4,21,4,4
4333,1000,3,2750,245,0,4,1,4,21,4,4
4457,1000,3,2750,245,0,4,1,4,20,4,4
4582,1000,3,2749,244,0,4,1,4,20,4,4
4707,1000,4,2750,245,0,4,1,4,21,4,4
4831,1000,3,2750,245,0,4,1,4,21,4,4
4956,999,3,2749,244,0,4,1,4,21,4,4
5080,1000,3,2749,244,0,4,1,4,20,4,4
90,1000,3,2749,244,0,4,1,4,20,5,4
215,1000,3,2750,245,0,4,1,4,21,5,4
340,1000,3,2750,245,0,4,1,4,20,5,4
464,1000,3,2749,244,0,4,1,4,20,5,4
588,1000,3,2750,245,0,4,1,4,21,5,4
713,1000,3,2749,244,0,4,1,4,20,5,4
837,1000,3,2749,244,0,4,1,4,21,5,4
962,1000,3,2749,244,0,4,1,4,20,5,4
1087,1000,3,2749,244,0,4,1,4,20,5,4
1211,1000,3,2750,245,0,4,1,4,21,5,4
1335,1000,3,2749,244,0,4,1,4,20,5,4
1460,1000,4,2750,245,0,4,1,4,20,5,4
1584,1000,3,2750,245,0,4,1,4,20,5,4
1708,1000,4,2749,244,0,4,1,4,21,5,4
1833,1001,4,2750,245,0,4,1,4,20,5,4
1958,1000,3,2749,244,0,4,1,4,20,5,4
2082,1001,4,2749,244,0,4,1,4,20,5,4
2206,1001,4,2750,245,0,4,1,4,20,5,4
2331,1000,3,2749,244,0,4,1,4,20,5,4
2456,1000,3,2749,244,0,4,1,4,20,5,4
2580,1000,3,2749,244,0,4,1,4,20,5,4
2705,1000,3,2749,244,0,4,1,4,20,5,4
2829,1000,3,2749,244,0,4,1,4,21,5,4
2953,1000,3,2749,244,0,4,1,4,20,5,4
3077,1000,3,2749,244,0,4,1,4,21,5,4
3201,1000,3,2750,245,0,4,1,4,21,5,4
3326,1000,3,2749,244,0,4,1,4,21,5,4
3451,1000,3,2750,245,0,4,1,4,21,5,4
3576,1000,3,2749,244,0,4,1,4,20,5,4
3701,1000,3,2749,244,0,4,1,4,20,5,4
3826,1000,4,2748,243,0,4,1,4,21,5,4
3951,1000,3,2749,244,0,4,1,4,21,5,4
4075,1000,3,2750,245,0,4,1,4,20,5,4
4199,1000,3,2749,244,0,4,1,4,20,5,4
4324,1000,3,2749,244,0,4,1,4,20,5,4
4449,1001,4,2749,244,0,4,1,4,21,5,4
4574,1001,4,2749,244,0,4,1,4,20,5,4
4699,1000,3,2749,244,0,4,1,4,38,5,4
4823,1000,3,2749,244,0,4,1,4,38,5,4
4948,1001,4,2749,244,0,4,1,4,37,5,4
5073,1001,4,2750,245,0,4,1,4,21,5,4
90,1000,3,2749,244,0,4,1,4,21,6,4
214,1000,4,2749,244,0,4,1,4,20,6,4
339,1000,3,2749,244,0,4,1,4,20,6,4
464,1000,3,2750,245,0,4,1,4,21,6,4
589,999,2,2749,244,0,4,1,4,21,6,4
714,1000,3,2750,245,0,4,1,4,20,6,4
839,1000,3,2749,244,0,4,1,4,20,6,4
964,1000,3,2749,244,0,4,1,4,21,6,4
1088,1000,3,2749,244,0,4,1,4,20,6,4
1213,1000,3,2750,245,0,4,1,4,20,6,4
1338,1000,3,2749,244,0,4,1,4,20,6,4
1462,999,2,2750,245,0,4,1,4,20,6,4
1587,1000,3,2749,244,0,4,1,4,21,6,4
1712,1000,4,2750,245,0,4,1,4,20,6,4
1837,1000,3,2749,244,0,4,1,4,21,6,4
1961,1000,3,2750,245,0,4,1,4,20,6,4
2085,1000,3,2750,245,0,4,1,4,20,6,4
2209,1000,3,2749,244,0,4,1,4,20,6,4
2334,1000,3,2750,245,0,4,1,4,20,6,4
2459,1000,3,2750,245,0,4,1,4,20,6,4
2584,1000,3,2750,245,0,4,1,4,20,6,4
2708,1000,3,2749,244,0,4,1,4,20,6,4
2832,1000,3,2749,244,0,4,1,4,20,6,4
2957,999,2,2750,245,0,4,1,4,21,6,4
3081,998,2,2749,244,0,4,1,4,20,6,4
3206,998,2,2749,244,0,4,1,4,20,6,4
3331,1000,3,2750,245,0,4,1,4,20,6,4
3456,1000,3,2750,245,0,4,1,4,20,6,4
3580,1000,3,2749,244,0,4,1,4,20,6,4
3704,1000,3,2749,244,0,4,1,4,21,6,4
3829,1000,3,2749,244,0,4,1,4,20,6,4
3953,1000,3,2749,244,0,4,1,4,20,6,4
4078,1000,3,2749,244,0,4,1,4,21,6,4
4202,1000,3,2750,245,0,4,1,4,21,6,4
4326,1000,3,2750,245,0,4,1,4,21,6,4
4450,1000,3,2750,245,0,4,1,4,20,6,4
4575,1000,3,2750,245,0,4,1,4,21,6,4
4700,1000,3,2750,245,0,4,1,4,20,6,4
4825,1000,3,2749,244,0,4,1,4,20,6,4
4949,1001,4,2750,245,0,4,1,4,20,6,4
5074,1001,4,2750,245,0,4,1,4,21,6,4
90,1000,3,2749,244,0,4,1,4,21,7,4
214,1000,4,2748,243,0,4,1,4,21,7,4
339,1000,4,2748,243,0,4,1,4,20,7,4
463,1000,3,2749,244,0,4,1,4,21,7,4
587,1000,3,2748,243,0,4,1,4,21,7,4
711,1001,4,2749,244,0,4,1,4,21,7,4
836,1000,3,2748,243,0,4,1,4,20,7,4
960,1000,4,2748,243,0,4,1,4,20,7,4
1085,1000,3,2748,243,0,4,1,4,20,7,4
1210,1000,3,2748,243,0,4,1,4,20,7,4
1335,1000,3,2749,244,0,4,1,4,21,7,4
1460,1000,3,2749,244,0,4,1,4,20,7,4
1585,1000,3,2748,243,0,4,1,4,21,7,4
1710,1000,3,2749,244,0,4,1,4,20,7,4
1835,1001,4,2748,243,0,4,1,4,20,7,4
1960,1000,3,2748,243,0,4,1,4,20,7,4
2084,1001,5,2748,243,0,4,1,4,20,7,4
2209,1001,4,2748,243,0,4,1,4,20,7,4
2334,1001,4,2749,244,0,4,1,4,20,7,4
2458,1000,4,2748,243,0,4,1,4,21,7,4
2582,1000,3,2748,243,0,4,1,4,21,7,4
2707,1002,5,2748,243,0,4,1,4,21,7,4
2832,1001,4,2748,243,0,4,1,4,21,7,4
2956,1001,4,2749,244,0,4,1,4,20,7,4
3080,1002,5,2748,243,0,4,1,4,21,7,4
3205,1001,5,2748,243,0,4,1,4,20,7,4
3329,1001,4,2748,243,0,4,1,4,20,7,4
3454,1001,4,2749,244,0,4,1,4,21,7,4
3578,1001,5,2748,243,0,4,1,4,21,7,4
3703,1001,4,2748,243,0,4,1,4,21,7,4
3828,1001,5,2747,242,0,4,1,4,20,7,4
3953,1000,3,2748,243,0,4,1,4,20,7,4
4078,1001,4,2748,243,0,4,1,4,21,7,4
4202,1000,4,2748,243,0,4,1,4,20,7,4
4327,1000,3,2748,243,0,4,1,4,20,7,4
4452,1000,3,2748,243,0,4,1,4,20,7,4
4577,1000,4,2748,243,0,4,1,4,21,7,4
4702,1001,4,2748,243,0,4,1,4,20,7,4
4827,1001,4,2749,244,0,4,1,4,20,7,4
4951,1001,4,2749,244,0,4,1,4,20,7,4
5075,1000,4,2748,243,0,4,1,4,21,7,4
