# session=3 label=2 name=too_far ref_mm=897 ref_ldr=2580
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
101,1394,497,2566,-14,0,2,3
236,1394,497,2564,-16,0,2,3
370,1395,498,2564,-16,0,2,3
505,1394,497,2565,-15,0,2,3
639,1393,496,2565,-15,0,2,3
773,1394,497,2566,-14,0,2,3
907,1393,496,2565,-15,0,2,3
1041,1393,496,2566,-14,0,2,3
1176,1393,496,2564,-16,0,2,3
1311,1393,496,2565,-15,0,2,3
1446,1393,496,2565,-15,0,2,3
1580,1393,496,2565,-15,0,2,3
1715,1393,496,2565,-15,0,2,3
1850,1393,496,2564,-16,0,2,3
1985,1393,496,2565,-15,0,2,3
2120,1393,496,2564,-16,0,2,3
2254,1393,496,2563,-17,0,2,3
2389,1393,496,2564,-16,0,2,3
2523,1393,496,2565,-15,0,2,3
2658,1393,496,2565,-15,0,2,3
2792,1393,496,2564,-16,0,2,3
2927,1394,497,2564,-16,0,2,3
3063,1392,495,2565,-15,0,2,3
3198,1393,496,2565,-15,0,2,3
3332,1394,497,2564,-16,0,2,3
3466,1394,497,2564,-16,0,2,3
3600,1394,497,2566,-14,0,2,3
3734,1394,497,2565,-15,0,2,3
3868,1394,497,2566,-14,0,2,3
4002,1393,496,2565,-15,0,2,3
4136,1393,496,2564,-16,0,2,3
4271,1393,496,2564,-16,0,2,3
4406,1393,496,2564,-16,0,2,3
4541,1393,496,2564,-16,0,2,3
4675,1394,497,2565,-15,0,2,3
4810,1393,496,2566,-14,0,2,3
4945,1394,497,2566,-14,0,2,3
5080,1394,497,2564,-16,0,2,3
