# session=1 label=1 name=too_close ref_mm=1308 ref_ldr=2494
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
95,1201,-107,2561,67,0,1,1
225,1201,-107,2561,67,0,1,1
355,1204,-104,2562,68,0,1,1
485,1204,-104,2562,68,0,1,1
615,1206,-102,2562,68,0,1,1
745,1204,-104,2562,68,0,1,1
875,1204,-104,2561,67,0,1,1
1005,1204,-104,2563,69,0,1,1
1135,1204,-104,2562,68,0,1,1
1265,1204,-104,2562,68,0,1,1
1395,1204,-104,2561,67,0,1,1
1525,1206,-102,2562,68,0,1,1
1654,1204,-104,2563,69,0,1,1
1784,1204,-104,2561,67,0,1,1
1914,1204,-104,2563,69,0,1,1
2044,1204,-104,2562,68,0,1,1
2174,1204,-104,2561,67,0,1,1
2304,1204,-104,2562,68,0,1,1
2433,1206,-102,2562,68,0,1,1
2563,1204,-104,2563,69,0,1,1
2693,1204,-104,2562,68,0,1,1
2823,1204,-104,2562,68,0,1,1
2953,1204,-104,2563,69,0,1,1
3082,1204,-104,2562,68,0,1,1
3212,1204,-104,2561,67,0,1,1
3341,1204,-104,2562,68,0,1,1
3470,1203,-105,2562,68,0,1,1
3599,1201,-107,2561,67,0,1,1
3728,1201,-107,2562,68,0,1,1
3857,1204,-104,2562,68,0,1,1
3986,1202,-106,2563,69,0,1,1
4115,1201,-107,2562,68,0,1,1
4245,1204,-104,2563,69,0,1,1
4375,1204,-104,2563,69,0,1,1
4505,1204,-104,2562,68,0,1,1
4635,1206,-102,2562,68,0,1,1
4765,1204,-104,2563,69,0,1,1
4895,1206,-102,2562,68,0,1,1
5025,1204,-104,2562,68,0,1,1
