# session=1 label=4 name=overlit ref_mm=1308 ref_ldr=2494
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
96,1325,17,2794,300,0,4,1
226,1325,17,2793,299,0,4,1
356,1322,14,2794,300,0,4,1
486,1322,14,2794,300,0,4,1
616,1325,17,2792,298,0,4,1
745,1325,17,2794,300,0,4,1
875,1321,13,2792,298,0,4,1
1005,1322,14,2792,298,0,4,1
1135,1326,18,2792,298,0,4,1
1265,1322,14,2792,298,0,4,1
1394,1325,17,2792,298,0,4,1
1523,1327,19,2792,298,0,4,1
1653,1325,17,2791,297,0,4,1
1783,1323,15,2792,298,0,4,1
1913,1323,15,2792,298,0,4,1
2043,1322,14,2792,298,0,4,1
2172,1322,14,2792,298,0,4,1
2302,1323,15,2792,298,0,4,1
2432,1323,15,2791,297,0,4,1
2561,1323,15,2792,298,0,4,1
2691,1323,15,2792,298,0,4,1
2822,1323,15,2792,298,0,4,1
2952,1323,15,2792,298,0,4,1
3082,1321,13,2792,298,0,4,1
3211,1323,15,2791,297,0,4,1
3341,1323,15,2792,298,0,4,1
3470,1327,19,2790,296,0,4,1
3600,1321,13,2792,298,0,4,1
3729,1325,17,2791,297,0,4,1
3858,1325,17,2791,297,0,4,1
3988,1325,17,2792,298,0,4,1
4118,1321,13,2792,298,0,4,1
4248,1325,17,2792,298,0,4,1
4378,1325,17,2792,298,0,4,1
4508,1325,17,2792,298,0,4,1
4638,1325,17,2791,297,0,4,1
4768,1322,14,2792,298,0,4,1
4898,1325,17,2792,298,0,4,1
5027,1322,14,2792,298,0,4,1
