# session=1 label=0 name=optimal ref_mm=1308 ref_ldr=2494
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
96,1313,5,2476,-18,0,0,1
226,1308,0,2476,-18,0,0,1
356,1308,0,2476,-18,0,0,1
486,1310,2,2477,-17,0,0,1
616,1310,2,2477,-17,0,0,1
746,1310,2,2477,-17,0,0,1
876,1308,0,2477,-17,0,0,1
1005,1310,2,2477,-17,0,0,1
1136,1310,2,2477,-17,0,0,1
1266,1310,2,2477,-17,0,0,1
1396,1310,2,2478,-16,0,0,1
1526,1310,2,2477,-17,0,0,1
1656,1310,2,2477,-17,0,0,1
1786,1308,-0,2477,-17,0,0,1
1916,1310,2,2476,-18,0,0,1
2046,1310,2,2477,-17,0,0,1
2176,1313,5,2477,-17,0,0,1
2306,1312,4,2476,-18,0,0,1
2436,1310,2,2476,-18,0,0,1
2566,1310,2,2476,-18,0,0,1
2696,1310,2,2476,-18,0,0,1
2826,1313,5,2477,-17,0,0,1
2957,1310,2,2477,-17,0,0,1
3088,1310,2,2477,-17,0,0,1
3218,1310,2,2483,-11,0,0,1
3348,1309,1,2481,-13,0,0,1
3477,1310,2,2480,-14,0,0,1
3607,1310,2,2480,-14,0,0,1
3737,1308,-0,2480,-14,0,0,1
3867,1308,0,2480,-14,0,0,1
3997,1308,0,2482,-12,0,0,1
4127,1310,2,2483,-11,0,0,1
4257,1308,0,2484,-10,0,0,1
4387,1310,2,2484,-10,0,0,1
4517,1310,2,2485,-9,0,0,1
4647,1308,-0,2485,-9,0,0,1
4777,1308,-0,2486,-8,0,0,1
4907,1313,5,2487,-7,0,0,1
5037,1310,2,2487,-7,0,0,1
