# session=3 label=3 name=underlit ref_mm=897 ref_ldr=2580
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
86,900,3,2102,-478,0,3,3
206,900,3,2104,-476,0,3,3
326,900,3,2105,-475,0,3,3
446,900,3,2103,-477,0,3,3
566,900,3,2103,-477,0,3,3
686,900,3,2103,-477,0,3,3
806,900,3,2104,-476,0,3,3
926,900,3,2104,-476,0,3,3
1046,899,2,2104,-476,0,3,3
1166,900,3,2103,-477,0,3,3
1286,900,3,2101,-479,0,3,3
1406,900,3,2103,-477,0,3,3
1526,900,3,2105,-475,0,3,3
1647,900,3,2103,-477,0,3,3
1767,900,3,2105,-475,0,3,3
1887,900,3,2103,-477,0,3,3
2007,900,3,2103,-477,0,3,3
2127,900,3,2104,-476,0,3,3
2247,900,3,2102,-478,0,3,3
2367,900,3,2104,-476,0,3,3
2487,900,3,2103,-477,0,3,3
2608,900,3,2104,-476,0,3,3
2728,900,3,2103,-477,0,3,3
2849,900,3,2102,-478,0,3,3
2969,900,3,2102,-478,0,3,3
3089,900,3,2103,-477,0,3,3
3208,900,3,2103,-477,0,3,3
3327,900,3,2102,-478,0,3,3
3446,900,3,2103,-477,0,3,3
3565,900,3,2101,-479,0,3,3
3684,900,3,2104,-476,0,3,3
3803,900,3,2103,-477,0,3,3
3922,899,2,2103,-477,0,3,3
4042,900,3,2104,-476,0,3,3
4162,900,3,2104,-476,0,3,3
4282,900,3,2104,-476,0,3,3
4402,898,1,2102,-478,0,3,3
4522,900,3,2103,-477,0,3,3
4642,900,3,2102,-478,0,3,3
4762,900,3,2103,-477,0,3,3
4882,900,3,2104,-476,0,3,3
5002,900,3,2104,-476,0,3,3
