# session=2 label=0 name=optimal ref_mm=876 ref_ldr=2950
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
85,878,2,2948,-2,0,0,2
205,878,2,2948,-2,0,0,2
325,878,2,2948,-2,0,0,2
445,876,0,2949,-1,0,0,2
565,876,0,2949,-1,0,0,2
684,876,0,2949,-1,0,0,2
804,876,0,2949,-1,0,0,2
924,876,0,2949,-1,0,0,2
1044,876,0,2949,-1,0,0,2
1164,876,0,2949,-1,0,0,2
1283,876,0,2949,-1,0,0,2
1402,876,0,2949,-1,0,0,2
1522,876,0,2949,-1,0,0,2
1642,876,0,2949,-1,0,0,2
1762,876,0,2949,-1,0,0,2
1882,876,0,2949,-1,0,0,2
2002,878,2,2949,-1,0,0,2
2122,876,0,2949,-1,0,0,2
2242,878,2,2949,-1,0,0,2
2361,876,0,2949,-1,0,0,2
2481,876,0,2949,-1,0,0,2
2602,876,0,2949,-1,0,0,2
2722,878,2,2949,-1,0,0,2
2842,876,0,2949,-1,0,0,2
2961,878,2,2949,-1,0,0,2
3081,878,2,2950,0,0,0,2
3201,876,0,2949,-1,0,0,2
3320,876,0,2949,-1,0,0,2
3439,878,2,2949,-1,0,0,2
3558,878,2,2949,-1,0,0,2
3677,876,0,2949,-1,0,0,2
3796,876,0,2949,-1,0,0,2
3915,876,0,2949,-1,0,0,2
4034,878,2,2949,-1,0,0,2
4153,878,2,2949,-1,0,0,2
4273,877,1,2949,-1,0,0,2
4393,878,2,2949,-1,0,0,2
4513,878,2,2949,-1,0,0,2
4633,878,2,2949,-1,0,0,2
4753,876,0,2949,-1,0,0,2
4873,876,0,2949,-1,0,0,2
4993,876,0,2949,-1,0,0,2
