# session=1 label=4 name=overlit ref_mm=1308 ref_ldr=2494
t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session
96,1322,14,2937,443,0,4,1
226,1321,13,2937,443,0,4,1
356,1321,13,2937,443,0,4,1
486,1320,12,2937,443,0,4,1
616,1322,14,2937,443,0,4,1
746,1324,16,2937,443,0,4,1
876,1324,16,2937,443,0,4,1
1006,1324,16,2937,443,0,4,1
1136,1324,16,2937,443,0,4,1
1266,1321,13,2937,443,0,4,1
1396,1324,16,2937,443,0,4,1
1526,1324,16,2937,443,0,4,1
1657,1324,16,2938,444,0,4,1
1786,1324,16,2937,443,0,4,1
1916,1324,16,2937,443,0,4,1
2046,1324,16,2937,443,0,4,1
2176,1326,18,2937,443,0,4,1
2306,1324,16,2937,443,0,4,1
2436,1324,16,2937,443,0,4,1
2566,1326,18,2937,443,0,4,1
2696,1326,18,2937,443,0,4,1
2826,1326,18,2937,443,0,4,1
2955,1322,14,2937,443,0,4,1
3085,1322,14,2937,443,0,4,1
3215,1324,16,2937,443,0,4,1
3345,1324,16,2937,443,0,4,1
3475,1324,16,2937,443,0,4,1
3604,1324,16,2937,443,0,4,1
3734,1324,16,2937,443,0,4,1
3863,1324,16,2937,443,0,4,1
3992,1325,17,2937,443,0,4,1
4122,1325,17,2937,443,0,4,1
4252,1325,17,2937,443,0,4,1
4382,1325,17,2937,443,0,4,1
4512,1325,17,2937,443,0,4,1
4642,1325,17,2937,443,0,4,1
4772,1325,17,2937,443,0,4,1
4903,1325,17,2937,443,0,4,1
5033,1325,17,2937,443,0,4,1
